Customer,Country,State Code,State,Claim Amount,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Car Make
ZV32968,US,IA,Iowa,728.5030983,Yes,Basic,High School or Below,2/28/11,Employed,M,44788,Suburban,Married,61,6,48,0,2,Personal Auto,Personal L3,Hail,Agent,386.031248,Four-Door Car,Small,Ford
GU45597,US,IA,Iowa,1696.383934,No,Basic,Bachelor,02/12/2011,Unemployed,F,0,Suburban,Divorced,117,26,33,0,2,Corporate Auto,Corporate L2,Collision,Call Center,561.6,SUV,Medsize,Daewoo
SO95845,US,MO,Missouri,580.7659307,No,Basic,College,01/07/2011,Employed,F,62447,Rural,Single,74,9,2,0,7,Personal Auto,Personal L3,Other,Call Center,133.977857,Two-Door Car,Medsize,Porsche
GL32197,US,IA,Iowa,506.8264582,No,Basic,College,02/07/2011,Employed,M,31475,Rural,Married,64,6,3,1,3,Personal Auto,Personal L2,Scratch/Dent,Call Center,22.962412,Four-Door Car,Medsize,Land Rover
SC11374,US,OK,Oklahoma,879.7829644,No,Basic,College,2/28/11,Employed,F,80780,Rural,Married,109,26,11,0,3,Corporate Auto,Corporate L3,Hail,Agent,3.55,SUV,Medsize,Bentley
RT29777,US,IA,Iowa,443.9900652,No,Basic,Bachelor,02/12/2011,Employed,F,88613,Urban,Divorced,111,5,59,0,1,Personal Auto,Personal L3,Collision,Branch,359.36848,SUV,Small,Land Rover
OB73235,US,MO,Missouri,240.4459452,No,Basic,College,02/11/2011,Employed,M,45949,Rural,Single,62,0,70,0,1,Corporate Auto,Corporate L3,Collision,Agent,110.556062,Two-Door Car,Medsize,Aston Martin
MV41462,US,NE,Nebraska,506.6634057,No,Basic,Bachelor,1/13/11,Employed,F,35596,Suburban,Married,64,11,92,0,3,Personal Auto,Personal L2,Collision,Agent,307.2,Two-Door Car,Medsize,Aston Martin
FM67585,US,MO,Missouri,589.0528762,No,Basic,High School or Below,1/15/11,Employed,M,76875,Rural,Married,73,21,4,0,9,Personal Auto,Personal L3,Scratch/Dent,Agent,17.375878,Four-Door Car,Medsize,Bentley
KG57925,US,MO,Missouri,241.0498573,No,Basic,Bachelor,1/16/11,Employed,M,41842,Suburban,Married,61,1,14,0,1,Corporate Auto,Corporate L3,Hail,Call Center,292.8,Two-Door Car,Medsize,Land Rover
IY24560,US,MO,Missouri,528.8240125,No,Basic,Bachelor,02/11/2011,Medical Leave,M,28884,Suburban,Married,72,27,9,1,3,Corporate Auto,Corporate L3,Hail,Agent,518.4,Four-Door Car,Medsize,Porsche
BV33510,US,NE,Nebraska,2641.354751,No,Extended,High School or Below,2/24/11,Employed,F,24631,Suburban,Married,83,25,87,1,2,Personal Auto,Personal L3,Hail,Web,398.4,Four-Door Car,Large,Porsche
XA77673,US,OK,Oklahoma,1623.647626,No,Basic,College,01/06/2011,Unemployed,F,0,Suburban,Single,74,24,54,2,2,Personal Auto,Personal L2,Hail,Branch,680.753091,Four-Door Car,Medsize,Land Rover
XN90861,US,NE,Nebraska,553.4576395,No,Basic,Bachelor,01/05/2011,Employed,F,71560,Urban,Married,69,14,46,0,5,Personal Auto,Personal L1,Hail,Web,178.700204,Two-Door Car,Medsize,Aston Martin
WS84995,US,OK,Oklahoma,920.2638441,No,Extended,Master,1/25/11,Unemployed,M,0,Suburban,Married,80,8,71,0,2,Personal Auto,Personal L3,Collision,Agent,384,Four-Door Car,Medsize,Daewoo
ZZ49347,US,IA,Iowa,259.2437797,Yes,Basic,High School or Below,01/02/2011,Employed,M,72421,Suburban,Married,65,8,23,0,1,Personal Auto,Personal L3,Hail,Call Center,312,Four-Door Car,Small,Aston Martin
XX85323,US,NE,Nebraska,801.9856041,No,Premium,Master,02/07/2011,Employed,F,54702,Suburban,Married,199,5,42,0,1,Personal Auto,Personal L3,Other,Agent,955.2,SUV,Medsize,Porsche
JO64487,US,MO,Missouri,694.3741598,No,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Single,76,4,43,5,2,Special Auto,Special L2,Collision,Agent,547.2,Four-Door Car,Large,Land Rover
TO55363,US,IA,Iowa,1336.786562,No,Basic,High School or Below,1/28/11,Employed,F,57335,Suburban,Married,67,22,18,0,2,Personal Auto,Personal L1,Other,Agent,407.887715,Two-Door Car,Medsize,Land Rover
UE67791,US,NE,Nebraska,588.5335302,No,Basic,College,01/09/2011,Unemployed,M,0,Suburban,Single,67,9,20,3,2,Personal Auto,Personal L3,Collision,Agent,482.4,Two-Door Car,Medsize,Ford
JN69287,US,MO,Missouri,347.9760165,No,Extended,High School or Below,01/08/2011,Employed,M,35033,Suburban,Married,87,26,53,0,1,Personal Auto,Personal L2,Collision,Agent,490.638202,Two-Door Car,Small,Bentley
AT55072,US,NE,Nebraska,910.38997,No,Premium,College,02/04/2011,Employed,M,65733,Suburban,Married,113,13,6,0,3,Personal Auto,Personal L2,Hail,Agent,684.948527,Four-Door Car,Medsize,Ford
LV34368,US,MO,Missouri,481.3284447,No,Basic,Bachelor,2/27/11,Unemployed,M,0,Suburban,Single,69,30,44,0,3,Special Auto,Special L3,Collision,Agent,472.611522,Four-Door Car,Medsize,Aston Martin
QU40939,US,NE,Nebraska,957.57578,No,Extended,College,02/06/2011,Unemployed,F,0,Suburban,Single,88,3,64,0,2,Personal Auto,Personal L3,Other,Web,633.6,Four-Door Car,Medsize,Daewoo
IP94270,US,NE,Nebraska,1373.61325,Yes,Premium,Master,2/13/11,Disabled,F,16181,Suburban,Divorced,181,22,79,0,8,Personal Auto,Personal L2,Collision,Web,1261.319869,SUV,Medsize,Ford
KW33804,US,OK,Oklahoma,809.0884414,No,Basic,High School or Below,01/03/2011,Employed,M,86180,Rural,Divorced,69,11,43,4,2,Personal Auto,Personal L1,Other,Branch,48.051339,Four-Door Car,Large,Bentley
IA42992,US,NE,Nebraska,826.7119555,No,Basic,High School or Below,1/19/11,Employed,M,36881,Suburban,Married,104,5,25,0,3,Special Auto,Special L3,Collision,Agent,499.2,SUV,Medsize,Ford
CZ19025,US,IA,Iowa,248.916729,No,Basic,High School or Below,1/26/11,Employed,F,47888,Suburban,Single,64,23,16,1,1,Personal Auto,Personal L1,Collision,Web,545.083116,Four-Door Car,Small,Land Rover
EN54716,US,IA,Iowa,239.557,Yes,Basic,Doctor,1/27/11,Disabled,F,21986,Suburban,Divorced,63,1,9,0,1,Personal Auto,Personal L1,Hail,Branch,333.696228,Two-Door Car,Medsize,Land Rover
UF27940,US,KS,Kansas,386.3309585,No,Basic,College,1/17/11,Employed,F,47199,Suburban,Married,100,3,65,3,1,Corporate Auto,Corporate L3,Hail,Call Center,480,SUV,Medsize,Land Rover
QD36118,US,IA,Iowa,517.3485319,No,Basic,College,1/22/11,Unemployed,F,0,Suburban,Married,69,30,69,0,9,Personal Auto,Personal L2,Collision,Call Center,331.2,Four-Door Car,Medsize,Daewoo
XI52305,US,MO,Missouri,498.4618655,Yes,Basic,Bachelor,01/11/2011,Employed,M,86305,Rural,Married,62,1,99,0,5,Personal Auto,Personal L3,Hail,Call Center,80.73124,Four-Door Car,Medsize,Bentley
HZ25580,US,KS,Kansas,239.6192355,No,Basic,High School or Below,1/31/11,Employed,F,39062,Suburban,Divorced,61,2,20,0,1,Corporate Auto,Corporate L3,Hail,Agent,346.991025,Two-Door Car,Medsize,Porsche
JY97451,US,MO,Missouri,263.187754,No,Basic,College,01/08/2011,Disabled,F,16976,Urban,Married,69,23,54,0,1,Personal Auto,Personal L3,Collision,Agent,238.952528,Four-Door Car,Medsize,Bentley
US78266,US,MO,Missouri,699.3838856,No,Basic,High School or Below,1/22/11,Unemployed,F,0,Suburban,Single,65,29,35,2,2,Corporate Auto,Corporate L2,Collision,Call Center,468,Four-Door Car,Medsize,Bentley
SX25962,US,NE,Nebraska,1505.553836,No,Basic,College,2/18/11,Employed,M,83283,Rural,Single,193,11,46,1,3,Personal Auto,Personal L2,Scratch/Dent,Branch,273.702709,Luxury Car,Medsize,Porsche
XQ12791,US,MO,Missouri,340.1881747,No,Extended,High School or Below,1/21/11,Employed,M,41972,Suburban,Divorced,86,20,23,0,1,Personal Auto,Personal L3,Hail,Branch,691.709371,Four-Door Car,Medsize,Ford
EU59853,US,MO,Missouri,412.661326,No,Premium,College,2/20/11,Employed,M,34080,Rural,Married,107,11,48,1,1,Personal Auto,Personal L3,Other,Branch,220.644418,Four-Door Car,Medsize,Daewoo
QR21417,US,MO,Missouri,446.2997006,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35,52,3,5,Corporate Auto,Corporate L3,Collision,Web,350.4,Two-Door Car,Medsize,Ford
CI27304,US,MO,Missouri,932.0090224,No,Extended,College,1/13/11,Employed,M,40269,Urban,Married,81,0,71,2,2,Personal Auto,Personal L2,Hail,Agent,329.980754,Four-Door Car,Medsize,Bentley
WJ52097,US,IA,Iowa,366.3740198,No,Extended,Bachelor,01/04/2011,Employed,F,61894,Suburban,Divorced,91,3,21,0,1,Corporate Auto,Corporate L2,Hail,Web,436.8,Four-Door Car,Medsize,Aston Martin
FT65961,US,MO,Missouri,496.2208409,No,Basic,College,02/02/2011,Employed,F,23300,Suburban,Married,63,3,35,1,4,Corporate Auto,Corporate L3,Scratch/Dent,Branch,339.906034,Four-Door Car,Small,Daewoo
DP87594,US,IA,Iowa,281.6758764,No,Basic,Bachelor,02/03/2011,Employed,F,66023,Urban,Married,70,11,94,0,1,Personal Auto,Personal L3,Collision,Branch,265.629611,Two-Door Car,Medsize,Porsche
KP96020,US,NE,Nebraska,433.0769101,No,Basic,Bachelor,2/27/11,Employed,F,39660,Urban,Married,107,3,46,0,1,Corporate Auto,Corporate L2,Collision,Agent,416.8496,Sports Car,Small,Porsche
HQ15974,US,OK,Oklahoma,826.2879764,No,Extended,College,2/13/11,Unemployed,F,0,Rural,Married,76,4,51,1,2,Personal Auto,Personal L2,Collision,Agent,32.508635,Four-Door Car,Medsize,Bentley
VE98553,US,IA,Iowa,466.6643522,No,Premium,Bachelor,2/28/11,Employed,M,60466,Suburban,Married,117,14,3,0,1,Personal Auto,Personal L3,Hail,Agent,784.186389,Four-Door Car,Large,Aston Martin
ME44353,US,IA,Iowa,587.6054314,No,Basic,College,02/09/2011,Employed,F,32848,Urban,Married,74,2,59,0,5,Personal Auto,Personal L2,Scratch/Dent,Call Center,250.454012,Four-Door Car,Medsize,Daewoo
AE62631,US,IA,Iowa,842.7723769,No,Basic,Bachelor,2/28/11,Employed,M,20662,Suburban,Married,72,10,99,0,2,Personal Auto,Personal L1,Other,Agent,373.324673,Two-Door Car,Medsize,Daewoo
GX29162,US,NE,Nebraska,1302.39329,No,Premium,High School or Below,1/24/11,Employed,F,64985,Rural,Married,108,23,94,0,2,Personal Auto,Personal L3,Collision,Web,16.425514,Two-Door Car,Small,Porsche
LY69932,US,IA,Iowa,820.959982,No,Basic,High School or Below,02/11/2011,Employed,M,68022,Suburban,Married,103,3,26,0,3,Personal Auto,Personal L3,Other,Web,494.4,Sports Car,Small,Ford
YY74036,US,MO,Missouri,246.4238061,No,Basic,College,2/20/11,Employed,M,72834,Rural,Divorced,65,12,81,3,1,Corporate Auto,Corporate L3,Collision,Call Center,91.941259,Four-Door Car,Medsize,Daewoo
DP92488,US,KS,Kansas,272.7520769,No,Basic,Doctor,1/14/11,Employed,F,74592,Suburban,Married,67,9,30,0,1,Personal Auto,Personal L1,Other,Agent,321.6,Two-Door Car,Medsize,Bentley
FO74055,US,MO,Missouri,308.6013544,No,Extended,College,1/16/11,Employed,F,73938,Rural,Married,76,34,48,0,1,Personal Auto,Personal L3,Other,Call Center,53.095599,Two-Door Car,Medsize,Daewoo
GT97121,US,MO,Missouri,2206.7728,No,Extended,College,2/18/11,Disabled,M,15999,Suburban,Married,83,2,43,0,2,Personal Auto,Personal L3,Hail,Branch,398.4,Four-Door Car,Medsize,Land Rover
VF83291,US,IA,Iowa,483.6054291,No,Basic,College,1/13/11,Unemployed,F,0,Suburban,Single,69,12,89,0,8,Personal Auto,Personal L1,Collision,Agent,632.081402,Four-Door Car,Small,Aston Martin
OU76593,US,IA,Iowa,691.203963,No,Extended,College,1/21/11,Unemployed,M,0,Suburban,Married,96,11,55,0,5,Personal Auto,Personal L3,Hail,Agent,460.8,Four-Door Car,Medsize,Ford
HO40387,US,MO,Missouri,257.0761765,No,Basic,Master,01/01/2011,Unemployed,M,0,Suburban,Married,72,0,93,3,1,Personal Auto,Personal L3,Other,Call Center,345.6,Two-Door Car,Small,Porsche
GR37045,US,OK,Oklahoma,299.1696011,No,Extended,Bachelor,02/06/2011,Unemployed,F,0,Suburban,Single,80,9,96,0,1,Corporate Auto,Corporate L2,Hail,Web,576,Four-Door Car,Small,Bentley
KZ84621,US,OK,Oklahoma,825.3266591,No,Basic,High School or Below,1/31/11,Employed,F,62375,Urban,Married,103,35,71,1,3,Personal Auto,Personal L3,Other,Web,411.228571,SUV,Small,Aston Martin
FR82361,US,NE,Nebraska,1047.777713,No,Extended,Doctor,1/23/11,Employed,M,61427,Suburban,Single,88,24,12,0,2,Personal Auto,Personal L3,Collision,Branch,422.4,Four-Door Car,Large,Aston Martin
UM14883,US,MO,Missouri,1637.37273,No,Basic,High School or Below,02/05/2011,Employed,M,64396,Urban,Married,103,2,46,0,2,Special Auto,Special L1,Other,Agent,355.409311,SUV,Medsize,Aston Martin
UX32931,US,MO,Missouri,518.494945,No,Basic,College,1/16/11,Employed,F,49312,Urban,Married,65,30,55,1,4,Corporate Auto,Corporate L1,Collision,Branch,230.104769,Four-Door Car,Medsize,Ford
QA68548,US,MO,Missouri,1063.483711,No,Basic,High School or Below,02/08/2011,Unemployed,F,0,Suburban,Single,61,35,71,0,2,Personal Auto,Personal L3,Hail,Agent,292.8,Two-Door Car,Medsize,Aston Martin
QV40364,US,MO,Missouri,1511.440241,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Personal Auto,Personal L1,Hail,Call Center,480,SUV,Medsize,Ford
TY87896,US,MO,Missouri,1187.589915,No,Basic,High School or Below,1/23/11,Unemployed,M,0,Suburban,Married,108,23,55,0,2,Personal Auto,Personal L2,Hail,Branch,518.4,SUV,Medsize,Aston Martin
CV75841,US,MO,Missouri,436.9496687,No,Premium,College,1/25/11,Employed,M,97321,Rural,Single,110,35,46,0,1,Personal Auto,Personal L2,Collision,Agent,74.744643,Four-Door Car,Medsize,Land Rover
YO62357,US,MO,Missouri,743.2856752,No,Basic,College,1/15/11,Employed,F,58839,Rural,Single,65,4,65,3,2,Personal Auto,Personal L3,Collision,Call Center,18.965718,Two-Door Car,Medsize,Land Rover
YN19139,US,OK,Oklahoma,255.8762931,No,Basic,High School or Below,01/11/2011,Unemployed,M,0,Suburban,Single,72,4,14,0,1,Corporate Auto,Corporate L3,Hail,Agent,518.4,Four-Door Car,Medsize,Bentley
PE63707,US,OK,Oklahoma,545.2171237,No,Basic,Bachelor,02/01/2011,Employed,M,88567,Suburban,Married,67,9,89,0,9,Personal Auto,Personal L2,Collision,Web,321.6,Four-Door Car,Medsize,Aston Martin
NS74173,US,OK,Oklahoma,296.8077571,No,Basic,College,2/21/11,Employed,M,91646,Rural,Married,74,12,10,0,1,Corporate Auto,Corporate L1,Hail,Branch,57.678779,Two-Door Car,Medsize,Ford
ZI73222,US,MO,Missouri,1570.028436,No,Extended,High School or Below,02/01/2011,Unemployed,M,0,Suburban,Married,211,31,52,0,5,Personal Auto,Personal L3,Collision,Web,1012.8,Luxury SUV,Medsize,Daewoo
AC24378,US,NE,Nebraska,747.7176362,No,Extended,High School or Below,1/19/11,Employed,F,48552,Urban,Married,94,5,54,0,9,Corporate Auto,Corporate L3,Other,Call Center,262.746281,Four-Door Car,Medsize,Ford
XR71687,US,IA,Iowa,940.7452895,No,Basic,Bachelor,01/07/2011,Employed,M,31485,Rural,Married,118,17,79,0,6,Personal Auto,Personal L2,Hail,Agent,294.905685,SUV,Medsize,Land Rover
GJ70481,US,NE,Nebraska,442.8038374,No,Basic,High School or Below,01/03/2011,Unemployed,M,0,Suburban,Single,64,6,47,0,8,Personal Auto,Personal L3,Scratch/Dent,Agent,628.801638,Four-Door Car,Small,Daewoo
JI94264,US,NE,Nebraska,1005.355227,No,Extended,College,2/28/11,Disabled,M,16511,Suburban,Single,135,35,4,0,5,Personal Auto,Personal L3,Hail,Agent,972,SUV,Large,Aston Martin
YI95434,US,MO,Missouri,290.7898828,No,Basic,College,2/17/11,Employed,F,51020,Suburban,Divorced,73,16,88,0,1,Personal Auto,Personal L3,Hail,Branch,350.4,Four-Door Car,Medsize,Daewoo
RL34830,US,MO,Missouri,764.4763153,No,Extended,College,1/31/11,Employed,M,43838,Suburban,Married,97,11,37,0,7,Corporate Auto,Corporate L2,Hail,Web,465.6,Four-Door Car,Medsize,Land Rover
CA96568,US,IA,Iowa,970.9746073,No,Extended,College,1/16/11,Unemployed,M,0,Suburban,Married,133,11,30,0,7,Corporate Auto,Corporate L3,Collision,Agent,827.085431,SUV,Small,Daewoo
UO16539,US,KS,Kansas,843.9615236,No,Basic,Bachelor,1/26/11,Employed,M,22454,Suburban,Single,110,5,75,2,3,Personal Auto,Personal L3,Hail,Agent,556.097027,SUV,Medsize,Ford
NP18074,US,NE,Nebraska,420.9682602,No,Basic,Bachelor,2/24/11,Employed,F,57933,Suburban,Married,105,10,64,0,1,Personal Auto,Personal L3,Collision,Call Center,533.255723,SUV,Small,Land Rover
TW45475,US,OK,Oklahoma,855.6418397,No,Extended,College,01/09/2011,Unemployed,M,0,Suburban,Married,124,7,2,3,6,Personal Auto,Personal L3,Collision,Branch,595.2,SUV,Small,Ford
CM66204,US,NE,Nebraska,2677.044534,No,Basic,College,1/23/11,Employed,F,26335,Urban,Married,113,32,7,1,2,Personal Auto,Personal L2,Collision,Call Center,355.818306,SUV,Large,Ford
DX80961,US,NE,Nebraska,1626.558682,No,Extended,Bachelor,1/19/11,Employed,F,85322,Suburban,Married,134,32,55,0,2,Personal Auto,Personal L3,Collision,Agent,735.491986,SUV,Medsize,Land Rover
JZ15681,US,MO,Missouri,362.4901612,No,Extended,High School or Below,01/10/2011,Employed,M,37843,Urban,Divorced,92,2,17,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,354.455466,Four-Door Car,Medsize,Daewoo
ZZ31825,US,IA,Iowa,251.9918897,No,Basic,Bachelor,1/25/11,Unemployed,M,0,Suburban,Married,67,11,26,0,1,Personal Auto,Personal L2,Hail,Branch,482.4,Four-Door Car,Medsize,Land Rover
TF77410,US,NE,Nebraska,481.9183706,No,Basic,College,02/02/2011,Employed,M,74730,Suburban,Single,61,18,84,0,6,Personal Auto,Personal L3,Hail,Branch,421.235276,Four-Door Car,Small,Porsche
HI16452,US,IA,Iowa,302.8780121,No,Extended,High School or Below,02/01/2011,Unemployed,M,0,Suburban,Single,94,27,52,1,1,Special Auto,Special L3,Collision,Branch,483.881752,Four-Door Car,Medsize,Aston Martin
CW98845,US,IA,Iowa,231.6796105,No,Basic,Bachelor,2/24/11,Unemployed,M,0,Suburban,Married,64,2,80,0,1,Personal Auto,Personal L2,Other,Branch,307.2,Four-Door Car,Medsize,Land Rover
NI99807,US,IA,Iowa,1386.992705,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1,59,0,2,Personal Auto,Personal L2,Hail,Branch,612.300581,SUV,Small,Ford
QL45827,US,KS,Kansas,2580.7063,Yes,Extended,College,2/13/11,Employed,F,71210,Suburban,Married,214,8,89,1,2,Personal Auto,Personal L1,Collision,Branch,1027.2,Luxury Car,Small,Land Rover
GU60969,US,NE,Nebraska,234.201381,No,Basic,Bachelor,01/02/2011,Retired,M,19581,Suburban,Single,67,2,94,0,1,Corporate Auto,Corporate L2,Collision,Agent,321.6,Four-Door Car,Large,Ford
FS67103,US,IA,Iowa,274.7771656,No,Extended,Bachelor,1/16/11,Unemployed,M,0,Suburban,Single,80,12,14,0,1,Special Auto,Special L2,Scratch/Dent,Web,576,Two-Door Car,Medsize,Porsche
FQ24929,US,IA,Iowa,547.9555081,Yes,Basic,Master,1/13/11,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L3,Collision,Branch,326.4,Four-Door Car,Small,Daewoo
YA12007,US,MO,Missouri,919.9539814,No,Extended,College,01/11/2011,Unemployed,F,0,Suburban,Divorced,80,10,11,0,2,Personal Auto,Personal L2,Collision,Branch,572.847549,Four-Door Car,Medsize,Aston Martin
EW46828,US,NE,Nebraska,806.0161694,No,Basic,High School or Below,01/03/2011,Employed,M,23671,Suburban,Divorced,69,32,45,0,2,Personal Auto,Personal L3,Collision,Branch,331.2,Four-Door Car,Medsize,Land Rover
YP67379,US,NE,Nebraska,668.6128629,No,Extended,High School or Below,02/04/2011,Employed,M,22244,Rural,Married,84,6,59,0,9,Personal Auto,Personal L3,Scratch/Dent,Web,114.815893,Four-Door Car,Medsize,Ford
KH16079,US,KS,Kansas,470.952218,No,Basic,High School or Below,02/12/2011,Unemployed,F,0,Suburban,Single,66,17,29,0,3,Personal Auto,Personal L1,Collision,Agent,470.576119,Four-Door Car,Small,Bentley
SJ87277,US,NE,Nebraska,268.5425957,No,Basic,High School or Below,01/08/2011,Employed,M,75329,Rural,Married,67,15,17,0,1,Corporate Auto,Corporate L2,Scratch/Dent,Branch,45.905292,Four-Door Car,Large,Land Rover
DW14769,US,NE,Nebraska,392.0511337,No,Premium,High School or Below,02/04/2011,Unemployed,F,0,Suburban,Married,108,2,55,1,1,Personal Auto,Personal L3,Scratch/Dent,Branch,525.392239,Two-Door Car,Large,Ford
CN13435,US,MO,Missouri,549.3698779,No,Basic,College,01/10/2011,Employed,F,44369,Urban,Married,68,13,22,0,8,Personal Auto,Personal L3,Other,Call Center,185.291566,Four-Door Car,Medsize,Bentley
KO95143,US,MO,Missouri,852.1738901,No,Premium,High School or Below,2/21/11,Employed,M,37910,Suburban,Married,108,7,9,0,7,Personal Auto,Personal L3,Collision,Agent,518.4,Four-Door Car,Medsize,Daewoo
GT66241,US,MO,Missouri,241.4072446,No,Basic,High School or Below,01/08/2011,Unemployed,M,0,Suburban,Single,71,25,30,0,1,Personal Auto,Personal L3,Hail,Call Center,511.2,Four-Door Car,Medsize,Daewoo
PP97061,US,OK,Oklahoma,428.2947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Collision,Agent,166.937747,SUV,Medsize,Land Rover
KP97208,US,IA,Iowa,591.8330563,No,Basic,College,02/04/2011,Employed,F,94846,Urban,Married,73,15,68,0,7,Corporate Auto,Corporate L2,Collision,Agent,305.031114,Two-Door Car,Medsize,Aston Martin
SB24397,US,MO,Missouri,751.9133631,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Personal Auto,Personal L3,Collision,Agent,185.355353,Four-Door Car,Medsize,Bentley
EM32982,US,NE,Nebraska,447.2334422,No,Basic,Doctor,1/26/11,Employed,F,53519,Urban,Married,111,7,37,0,1,Corporate Auto,Corporate L2,Other,Call Center,520.036279,SUV,Medsize,Ford
LB97434,US,NE,Nebraska,553.1627731,No,Basic,Bachelor,1/21/11,Employed,M,50648,Suburban,Married,69,27,50,1,9,Personal Auto,Personal L3,Collision,Call Center,331.2,Two-Door Car,Medsize,Aston Martin
RR37715,US,IA,Iowa,843.5176463,No,Basic,Bachelor,2/17/11,Employed,M,64692,Suburban,Married,70,17,80,0,2,Corporate Auto,Corporate L3,Collision,Agent,336,Two-Door Car,Small,Land Rover
TC81636,US,NE,Nebraska,1019.61106,No,Basic,High School or Below,01/07/2011,Unemployed,M,0,Suburban,Single,100,9,75,0,2,Corporate Auto,Corporate L3,Other,Web,720,SUV,Medsize,Bentley
IC55961,US,NE,Nebraska,2055.262128,No,Basic,High School or Below,1/26/11,Unemployed,F,0,Suburban,Single,187,22,97,1,2,Corporate Auto,Corporate L2,Collision,Agent,1430.336183,Luxury SUV,Medsize,Bentley
HR48520,US,IA,Iowa,391.5798108,No,Basic,Bachelor,1/24/11,Unemployed,M,0,Suburban,Single,109,2,86,0,1,Personal Auto,Personal L2,Collision,Call Center,784.8,SUV,Large,Aston Martin
VI42566,US,IA,Iowa,601.0502178,No,Basic,Master,01/11/2011,Employed,M,49311,Suburban,Married,74,25,85,0,3,Personal Auto,Personal L3,Hail,Branch,355.2,Four-Door Car,Large,Bentley
NU84299,US,NE,Nebraska,285.4114491,No,Basic,High School or Below,1/22/11,Employed,M,71126,Urban,Married,71,11,72,0,1,Personal Auto,Personal L1,Other,Branch,324.739746,Four-Door Car,Medsize,Ford
RT63209,US,MO,Missouri,599.4255419,No,Basic,Master,02/11/2011,Employed,F,74284,Urban,Married,74,27,5,0,3,Personal Auto,Personal L3,Scratch/Dent,Call Center,268.130863,Four-Door Car,Medsize,Aston Martin
AM52614,US,IA,Iowa,447.745201,No,Basic,Bachelor,01/04/2011,Employed,F,41402,Suburban,Divorced,119,26,26,4,1,Personal Auto,Personal L2,Hail,Branch,571.2,Sports Car,Medsize,Porsche
UO40192,US,OK,Oklahoma,554.4909083,No,Basic,High School or Below,02/05/2011,Employed,M,79619,Urban,Married,71,3,34,3,6,Personal Auto,Personal L3,Hail,Web,280.89705,Four-Door Car,Large,Porsche
SD67101,US,OK,Oklahoma,360.0934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7,54,0,1,Personal Auto,Personal L2,Collision,Agent,694.598288,SUV,Medsize,Bentley
EW35231,US,IA,Iowa,993.4865795,No,Extended,High School or Below,2/27/11,Employed,F,56379,Suburban,Married,125,0,59,1,8,Corporate Auto,Corporate L2,Collision,Agent,600,SUV,Medsize,Daewoo
CT18212,US,MO,Missouri,687.484827,No,Extended,Bachelor,2/17/11,Unemployed,F,0,Suburban,Single,96,35,27,0,6,Personal Auto,Personal L2,Other,Agent,691.2,Four-Door Car,Medsize,Land Rover
YL91587,US,NE,Nebraska,237.4147419,No,Basic,High School or Below,02/06/2011,Employed,M,48911,Suburban,Single,61,15,6,0,1,Personal Auto,Personal L2,Scratch/Dent,Call Center,292.8,Two-Door Car,Large,Daewoo
HS14476,US,KS,Kansas,916.2063169,No,Extended,College,2/23/11,Medical Leave,M,29723,Rural,Married,80,8,79,0,2,Personal Auto,Personal L2,Collision,Call Center,20.985105,Four-Door Car,Medsize,Porsche
DA28072,US,NE,Nebraska,738.0086414,No,Extended,Master,01/12/2011,Employed,F,21841,Suburban,Married,91,33,47,0,7,Corporate Auto,Corporate L3,Hail,Call Center,436.8,Four-Door Car,Medsize,Daewoo
JO98946,US,IA,Iowa,265.5996158,No,Basic,Bachelor,02/10/2011,Employed,M,31796,Suburban,Divorced,68,27,16,0,1,Personal Auto,Personal L3,Collision,Agent,377.442796,Four-Door Car,Medsize,Ford
BA26944,US,OK,Oklahoma,759.1109246,No,Basic,Bachelor,1/23/11,Unemployed,M,0,Suburban,Married,105,0,16,0,4,Corporate Auto,Corporate L3,Hail,Agent,504,SUV,Small,Porsche
AR47849,US,OK,Oklahoma,501.5009472,Yes,Extended,Bachelor,02/03/2011,Employed,F,48567,Suburban,Single,130,12,15,0,1,Personal Auto,Personal L1,Hail,Agent,624,SUV,Medsize,Bentley
FO82261,US,IA,Iowa,460.3975141,No,Basic,College,01/12/2011,Employed,M,66161,Urban,Single,118,19,86,0,1,Personal Auto,Personal L3,Hail,Branch,457.593764,SUV,Medsize,Bentley
